time_s,scheduled_time_s,x,y,z,roll_rad,pitch_rad,yaw_rad,valid
12.553152,12.552033,-2677.079590,2.699273,1.125039,0.000001146,0.000274301,3.140011311,1
12.602214,12.602033,-2677.508057,2.699842,1.124923,0.000001215,0.000274301,3.140261650,1
12.652323,12.652033,-2678.365967,2.700759,1.124686,0.000001308,0.000274301,3.140599728,1
12.701404,12.702033,-2678.794922,2.701160,1.124568,0.000001324,0.000274301,3.140658140,1
12.752963,12.752033,-2679.654053,2.701934,1.124331,0.000001336,0.000274301,3.140702248,1
12.802024,12.802033,-2680.083984,2.702301,1.124213,0.000001346,0.000274301,3.140737295,1
12.852134,12.852033,-2680.943604,2.702635,1.123975,0.000001547,0.000274301,3.141470194,1
12.902163,12.902033,-2681.373291,2.702418,1.123857,0.000001719,0.000274301,-3.141086817,1
12.952351,12.952033,-2682.232422,2.701477,1.123620,0.000001937,0.000274301,-3.140291214,1
13.001889,13.002033,-2682.662109,2.700728,1.123501,0.000002058,0.000274301,-3.139851809,1
13.053019,13.052033,-2683.522217,2.698736,1.123263,0.000002253,0.000274301,-3.139138460,1
13.103068,13.102033,-2683.952148,2.697584,1.123146,0.000002315,0.000274301,-3.138915062,1
13.152217,13.152033,-2684.811523,2.694961,1.122909,0.000002412,0.000274301,-3.138561487,1
13.202286,13.202033,-2685.240967,2.693712,1.122789,0.000002377,0.000274301,-3.138686419,1
13.252943,13.252033,-2686.100342,2.691469,1.122637,-0.000061253,0.002454877,-3.139142275,1
13.301973,13.302033,-2686.530273,2.690544,1.122236,-0.000134223,-0.000905871,-3.139438629,1
13.352079,13.352033,-2687.390137,2.689082,1.122207,0.000001060,-0.001086354,-3.140045643,1
13.402131,13.402033,-2687.820312,2.688587,1.122089,0.000001491,-0.001086354,-3.140441895,1
13.453209,13.452033,-2688.680176,2.688091,1.116083,0.000017030,-0.003303289,-3.141274929,1
13.501333,13.502033,-2689.110352,2.688186,1.124632,-0.000464988,-0.000100374,3.141383648,1
13.552899,13.552033,-2689.970215,2.688960,1.125019,0.000000000,0.000275373,3.140498161,1
13.601954,13.602033,-2690.400146,2.689497,1.124900,0.000000000,0.000275373,3.140344143,1
13.653032,13.652033,-2691.260498,2.690612,1.124663,0.000000000,0.000275373,3.140294075,1
13.702118,13.702033,-2691.690918,2.691156,1.124545,0.000000009,0.000275373,3.140328169,1
13.752204,13.752033,-2692.551514,2.692289,1.124308,0.000000009,0.000275373,3.140291214,1
13.802278,13.802033,-2692.981934,2.692830,1.124189,0.000000021,0.000275373,3.140336514,1
13.852366,13.852033,-2693.842529,2.694046,1.123953,0.000000000,0.000275373,3.140139341,1
13.902938,13.902033,-2694.272705,2.694654,1.123834,0.000000011,0.000275373,3.140177727,1
13.952991,13.952033,-2695.133301,2.695780,1.123597,0.000000059,0.000275373,3.140354633,1
14.002067,14.002033,-2695.563965,2.696240,1.123478,0.000000106,0.000275373,3.140523195,1
14.052118,14.052033,-2696.425049,2.696864,1.123241,0.000000245,0.000275373,3.141027451,1
